label,mean_intensity,std_intensity,edge_mean,no_edge,vertical_edge_strength,diag45_edge_strength,horizontal_edge_strength,diag135_edge_strength,num_contours,max_circularity,mean_circularity,frac_circular_contours,num_lines,avg_line_length,vertical_line_count,horizontal_line_count,diagonal_line_count,num_blobs
5,0.07127851247787476,0.230476975440979,20.165816326530614,649.0,22.0,67.0,24.0,22.0,1.0,0.20506043171158492,0.20506043171158492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.17887654900550842,0.34977155923843384,35.7780612244898,538.0,48.0,73.0,88.0,37.0,1.0,0.18720687167127478,0.18720687167127478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.14227190613746643,0.3132854998111725,30.899234693877553,565.0,99.0,77.0,20.0,23.0,1.0,0.24671627747795746,0.24671627747795746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.05813325196504593,0.2140461802482605,13.660714285714286,683.0,33.0,3.0,7.0,58.0,1.0,0.34254341167831925,0.34254341167831925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.12653061747550964,0.30359795689582825,28.622448979591837,595.0,92.0,67.0,15.0,15.0,1.0,0.23624670288207755,0.23624670288207755,0.0,1.0,19.4164878389476,0.0,0.0,1.0,0.0
2,0.12322429567575455,0.29499107599258423,31.549744897959183,566.0,45.0,94.0,36.0,43.0,1.0,0.21617009900547537,0.21617009900547537,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,0.13558423519134521,0.30762913823127747,28.622448979591837,592.0,88.0,54.0,22.0,28.0,1.0,0.4905687296783635,0.4905687296783635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.06797219067811966,0.21651619672775269,26.67091836734694,629.0,71.0,40.0,19.0,25.0,1.0,0.14054659980642883,0.14054659980642883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0887254998087883,0.25522473454475403,22.442602040816325,634.0,74.0,28.0,18.0,30.0,1.0,0.39025695739911515,0.39025695739911515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.17087332904338837,0.34811311960220337,26.996173469387756,579.0,37.0,45.0,21.0,102.0,1.0,0.2768453770673415,0.2768453770673415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.1772359013557434,0.3491361439228058,35.12755102040816,543.0,68.0,92.0,38.0,43.0,1.0,0.8233227940103117,0.8233227940103117,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0.0782863199710846,0.2361423522233963,25.044642857142858,633.0,98.0,23.0,17.0,13.0,1.0,0.4353343719667344,0.4353343719667344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.08291816711425781,0.2539479732513428,19.51530612244898,661.0,97.0,13.0,4.0,9.0,1.0,0.3502761080193645,0.3502761080193645,0.0,1.0,19.72308292331602,0.0,0.0,1.0,0.0
1,0.10988394916057587,0.2809506952762604,26.020408163265305,595.0,45.0,68.0,31.0,45.0,1.0,0.19716670723586716,0.19716670723586716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.20398661494255066,0.3705465495586395,36.42857142857143,526.0,45.0,137.0,54.0,22.0,1.0,0.20959187899176518,0.20959187899176518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.06792217493057251,0.22020326554775238,21.792091836734695,644.0,76.0,13.0,23.0,28.0,1.0,0.18234351540887686,0.18234351540887686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.23065225780010223,0.39354759454727173,34.47704081632653,542.0,50.0,77.0,83.0,32.0,2.0,0.25061247456310565,0.23247768854253567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.20842337608337402,0.3783101439476013,31.875,544.0,47.0,63.0,110.0,20.0,1.0,0.006138878963501189,0.006138878963501189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.07875650376081467,0.24338705837726593,18.539540816326532,659.0,47.0,55.0,10.0,13.0,3.0,0.7853981633974483,0.27516961406886326,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
3,0.12756101787090302,0.29813075065612793,29.9234693877551,580.0,32.0,61.0,72.0,39.0,2.0,0.1727546936693447,0.09031054949527356,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,0.16289015114307404,0.3414619565010071,30.24872448979592,576.0,69.0,73.0,33.0,33.0,1.0,0.502093733191119,0.502093733191119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.08794017881155014,0.2470858097076416,25.044642857142858,619.0,75.0,48.0,19.0,23.0,1.0,0.23703498965846154,0.23703498965846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.10591236501932144,0.2779741883277893,23.418367346938776,620.0,84.0,33.0,23.0,24.0,2.0,0.07144763417398857,0.04345604026120688,0.0,1.0,17.804493814764857,0.0,0.0,1.0,0.0
0,0.18260803818702698,0.35976848006248474,30.573979591836736,567.0,121.0,38.0,20.0,38.0,1.0,0.7722839915038551,0.7722839915038551,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5,0.08166266232728958,0.2425111085176468,23.09311224489796,627.0,34.0,83.0,24.0,16.0,2.0,0.09285205663289607,0.06113423043307348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.15939876437187195,0.3425096571445465,24.068877551020407,621.0,72.0,17.0,48.0,26.0,1.0,0.5021930790808284,0.5021930790808284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.18640455603599548,0.3595733642578125,30.573979591836736,561.0,89.0,66.0,18.0,50.0,1.0,0.7367120320137988,0.7367120320137988,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.10974889993667603,0.2815260887145996,26.996173469387756,588.0,39.0,68.0,56.0,33.0,2.0,0.009123569873703503,0.00630399124779028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.13445378839969635,0.3108913004398346,27.971938775510203,587.0,101.0,35.0,24.0,37.0,1.0,0.2860767116567639,0.2860767116567639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.06850240379571915,0.23177485167980194,13.660714285714286,675.0,75.0,3.0,6.0,25.0,1.0,0.33625996569624117,0.33625996569624117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.14158163964748383,0.31564366817474365,29.9234693877551,579.0,87.0,53.0,27.0,38.0,2.0,0.7176767676094516,0.3673563595467329,0.5,0.0,0.0,0.0,0.0,0.0,1.0
7,0.06320028007030487,0.21450302004814148,17.56377551020408,660.0,70.0,33.0,9.0,12.0,1.0,0.02601780515108533,0.02601780515108533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.09005601704120636,0.2567535638809204,21.792091836734695,628.0,87.0,27.0,21.0,21.0,1.0,0.008918155266729049,0.008918155266729049,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0.08600441366434097,0.2465485781431198,24.394132653061224,622.0,51.0,26.0,63.0,22.0,2.0,0.01728907864966447,0.01494266238767692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.12083834409713745,0.2951502799987793,28.622448979591837,588.0,94.0,52.0,30.0,20.0,1.0,0.2937925555260226,0.2937925555260226,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,0.1159563809633255,0.2792845666408539,32.85076530612245,574.0,69.0,47.0,45.0,49.0,1.0,0.5523210326402697,0.5523210326402697,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,0.11229991912841797,0.29481974244117737,24.71938775510204,610.0,33.0,71.0,44.0,26.0,2.0,0.533915021384296,0.424303754539877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0859643891453743,0.24527889490127563,22.442602040816325,634.0,33.0,19.0,33.0,65.0,1.0,0.07672869965994045,0.07672869965994045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.16487593948841095,0.3398846387863159,32.525510204081634,562.0,36.0,97.0,53.0,36.0,3.0,0.7853981633974483,0.26450657468344,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
3,0.09379251301288605,0.25702932476997375,27.321428571428573,605.0,39.0,67.0,40.0,33.0,2.0,0.04007082926618762,0.028008966291299744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.22780613601207733,0.3890557885169983,36.753826530612244,520.0,76.0,68.0,44.0,76.0,1.0,0.8258869662780055,0.8258869662780055,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7,0.13978590071201324,0.3168979585170746,28.947704081632654,582.0,87.0,34.0,57.0,24.0,1.0,0.22688493341972263,0.22688493341972263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.08405362069606781,0.24100057780742645,28.29719387755102,628.0,78.0,33.0,19.0,26.0,3.0,0.7539822368615503,0.36737103422635214,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
9,0.11799720674753189,0.2899494469165802,30.24872448979592,584.0,85.0,54.0,33.0,28.0,1.0,0.16592785630928067,0.16592785630928067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.16189976036548615,0.33542829751968384,33.50127551020408,559.0,97.0,67.0,25.0,36.0,1.0,0.5108691810894308,0.5108691810894308,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.20954380929470062,0.3785780370235443,35.452806122448976,540.0,72.0,45.0,72.0,55.0,1.0,0.8682607322417919,0.8682607322417919,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0.10035514831542969,0.2694664001464844,26.345663265306122,616.0,86.0,41.0,21.0,20.0,1.0,0.410779895084374,0.410779895084374,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.16983292996883392,0.3538985848426819,23.743622448979593,596.0,63.0,27.0,30.0,68.0,1.0,0.3138817876375664,0.3138817876375664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0842236876487732,0.256970077753067,18.864795918367346,657.0,99.0,10.0,5.0,13.0,1.0,0.3326411574496109,0.3326411574496109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.14733894169330597,0.32487690448760986,29.9234693877551,567.0,67.0,48.0,42.0,60.0,1.0,0.19688504804240883,0.19688504804240883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.09072630107402802,0.25404471158981323,23.09311224489796,619.0,88.0,32.0,23.0,22.0,3.0,0.26950604604736045,0.12898419462967028,0.0,1.0,21.633307652783937,0.0,0.0,1.0,0.0
6,0.15162065625190735,0.3306773006916046,29.9234693877551,580.0,94.0,46.0,35.0,29.0,1.0,0.4724673911999197,0.4724673911999197,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.23131752014160156,0.3908035159111023,35.7780612244898,532.0,72.0,88.0,42.0,50.0,1.0,0.8244480315656528,0.8244480315656528,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.13140256702899933,0.30513158440589905,30.24872448979592,575.0,132.0,41.0,17.0,19.0,1.0,0.16050640908266683,0.16050640908266683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0829881951212883,0.24895769357681274,21.14158163265306,637.0,27.0,75.0,27.0,18.0,1.0,0.007248467969500024,0.007248467969500024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.1349489837884903,0.3193320333957672,29.598214285714285,584.0,60.0,68.0,37.0,35.0,1.0,0.4395267984394186,0.4395267984394186,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0761004388332367,0.23409220576286316,25.044642857142858,649.0,92.0,13.0,19.0,11.0,3.0,0.1901129462879228,0.1422987650342303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.12360944598913193,0.2973329722881317,36.10331632653061,552.0,40.0,62.0,60.0,70.0,1.0,0.8732624955147116,0.8732624955147116,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.21144957840442657,0.3817600905895233,30.899234693877553,557.0,88.0,44.0,39.0,56.0,1.0,0.7651374168385411,0.7651374168385411,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.11048419028520584,0.29032254219055176,20.816326530612244,628.0,64.0,45.0,15.0,32.0,1.0,0.2961239271384578,0.2961239271384578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.10207083076238632,0.27208611369132996,24.71938775510204,612.0,83.0,67.0,10.0,12.0,1.0,0.008781497190202756,0.008781497190202756,0.0,1.0,20.615528128088304,0.0,0.0,1.0,0.0
1,0.05379151180386543,0.20281103253364563,13.660714285714286,685.0,53.0,6.0,2.0,38.0,1.0,0.26373330642842446,0.26373330642842446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.1306072473526001,0.30048197507858276,28.947704081632654,586.0,97.0,49.0,22.0,30.0,5.0,0.03347363295551964,0.01229122343933234,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0.13078732788562775,0.30888697504997253,26.345663265306122,597.0,44.0,46.0,40.0,57.0,1.0,0.2287942535110011,0.2287942535110011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.17024308443069458,0.34694576263427734,31.875,565.0,75.0,66.0,31.0,47.0,1.0,0.7560090726664079,0.7560090726664079,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0.13146758079528809,0.30114713311195374,31.549744897959183,567.0,58.0,73.0,59.0,27.0,1.0,0.007675845015664535,0.007675845015664535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.08484894037246704,0.25904372334480286,17.56377551020408,660.0,98.0,12.0,4.0,10.0,1.0,0.34963740922459835,0.34963740922459835,0.0,1.0,21.02379604162864,0.0,0.0,1.0,0.0
1,0.09869448840618134,0.2784635126590729,17.8890306122449,659.0,95.0,12.0,5.0,13.0,1.0,0.3952755342027953,0.3952755342027953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.11668668687343597,0.2944848835468292,23.418367346938776,610.0,75.0,77.0,9.0,13.0,1.0,0.009646292599005258,0.009646292599005258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.13094237446784973,0.299448698759079,34.151785714285715,558.0,64.0,51.0,53.0,58.0,1.0,0.13687688028647213,0.13687688028647213,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.18483392894268036,0.3586069941520691,33.826530612244895,552.0,121.0,45.0,31.0,35.0,1.0,0.7581657775051603,0.7581657775051603,1.0,1.0,12.727922061357855,0.0,0.0,1.0,1.0
2,0.20099538564682007,0.3730256259441376,32.20025510204081,546.0,26.0,75.0,66.0,71.0,1.0,0.3192307093870226,0.3192307093870226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.1340136080980301,0.312051385641098,33.50127551020408,563.0,97.0,59.0,31.0,34.0,2.0,0.7256046425859943,0.36637729420551957,0.5,0.0,0.0,0.0,0.0,0.0,1.0
7,0.09305722266435623,0.262312650680542,22.117346938775512,615.0,76.0,22.0,50.0,21.0,1.0,0.0028243922095213107,0.0028243922095213107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.13032212853431702,0.301530122756958,31.549744897959183,571.0,87.0,59.0,30.0,37.0,2.0,0.8085181381420814,0.4585764221412209,0.5,1.0,21.213203435596427,0.0,0.0,1.0,2.0
3,0.10920368134975433,0.28049707412719727,27.971938775510203,592.0,29.0,37.0,88.0,38.0,1.0,0.01125732938975147,0.01125732938975147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.13967587053775787,0.31478366255760193,30.24872448979592,580.0,93.0,53.0,38.0,20.0,1.0,0.46292379157639174,0.46292379157639174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.16943776607513428,0.3413641154766083,36.42857142857143,534.0,75.0,52.0,42.0,81.0,1.0,0.8648969402303033,0.8648969402303033,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.12593038380146027,0.2960983216762543,31.875,575.0,107.0,54.0,31.0,17.0,2.0,0.8001063703614795,0.406392829940578,0.5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.14892956614494324,0.3232135474681854,31.549744897959183,572.0,68.0,85.0,30.0,29.0,1.0,0.32818079202319594,0.32818079202319594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.1297318935394287,0.3063456118106842,26.67091836734694,597.0,70.0,82.0,21.0,14.0,1.0,0.008438513082210351,0.008438513082210351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.07691077142953873,0.23238465189933777,22.442602040816325,630.0,59.0,27.0,15.0,53.0,1.0,0.09144760950194772,0.09144760950194772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.14667867124080658,0.32209715247154236,31.549744897959183,566.0,112.0,46.0,23.0,37.0,2.0,0.746888188803889,0.37701948329320284,0.5,0.0,0.0,0.0,0.0,0.0,1.0
8,0.13641956448554993,0.3109035789966583,29.9234693877551,583.0,74.0,49.0,31.0,47.0,1.0,0.552956280649723,0.552956280649723,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.18869049847126007,0.36598920822143555,30.899234693877553,561.0,93.0,46.0,23.0,61.0,1.0,0.7824069634609923,0.7824069634609923,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7,0.09080131351947784,0.26217806339263916,19.840561224489797,636.0,77.0,38.0,12.0,21.0,1.0,0.21060773238744532,0.21060773238744532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.14642857015132904,0.31892871856689453,31.875,571.0,81.0,58.0,30.0,44.0,3.0,0.8323186927986581,0.5114426880342162,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0
3,0.10759802907705307,0.28015998005867004,26.020408163265305,603.0,45.0,60.0,35.0,41.0,1.0,0.19031120193552345,0.19031120193552345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0642407014966011,0.21926864981651306,15.286989795918368,673.0,91.0,9.0,5.0,6.0,1.0,0.2867613876392857,0.2867613876392857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.09024110436439514,0.26237383484840393,20.816326530612244,634.0,35.0,40.0,30.0,45.0,1.0,0.23133005407352672,0.23133005407352672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.11726690828800201,0.28865763545036316,27.646683673469386,594.0,87.0,77.0,15.0,11.0,1.0,0.20057163983884024,0.20057163983884024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.056637655943632126,0.2156561315059662,13.010204081632653,682.0,39.0,5.0,3.0,55.0,1.0,0.3258737950273413,0.3258737950273413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.09603841602802277,0.2651289701461792,22.767857142857142,623.0,82.0,52.0,15.0,12.0,1.0,0.208427050430297,0.208427050430297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.058148257434368134,0.21292787790298462,13.985969387755102,680.0,19.0,4.0,4.0,77.0,1.0,0.2753995133162689,0.2753995133162689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.09653361886739731,0.2754029631614685,17.56377551020408,655.0,104.0,10.0,8.0,7.0,1.0,0.3642316967207693,0.3642316967207693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.13345839083194733,0.3098936975002289,29.9234693877551,578.0,66.0,50.0,52.0,38.0,1.0,0.37840703404685944,0.37840703404685944,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0.15635254979133606,0.33104369044303894,31.875,556.0,55.0,86.0,54.0,33.0,1.0,0.19128029861770737,0.19128029861770737,0.0,1.0,14.142135623730951,0.0,0.0,1.0,0.0
0,0.14454782009124756,0.312222421169281,36.10331632653061,534.0,47.0,51.0,79.0,73.0,1.0,0.8465924088295406,0.8465924088295406,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0.10559224337339401,0.27796295285224915,25.044642857142858,600.0,19.0,96.0,46.0,23.0,1.0,0.15960069865602872,0.15960069865602872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.12416467815637589,0.3015747666358948,26.996173469387756,593.0,59.0,46.0,26.0,60.0,1.0,0.4101010116237722,0.4101010116237722,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0.22930674254894257,0.3883828818798065,38.705357142857146,493.0,42.0,103.0,115.0,31.0,1.0,0.1711695332196337,0.1711695332196337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.05842837691307068,0.21322612464427948,12.35969387755102,685.0,67.0,5.0,3.0,24.0,1.0,0.001067266793438906,0.001067266793438906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.10310624539852142,0.28358352184295654,18.864795918367346,649.0,103.0,21.0,6.0,5.0,1.0,0.4081679614714708,0.4081679614714708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.20261605083942413,0.3702619671821594,36.753826530612244,529.0,60.0,93.0,64.0,38.0,1.0,0.8472651945912771,0.8472651945912771,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.10570728778839111,0.27372485399246216,25.695153061224488,605.0,97.0,37.0,32.0,13.0,3.0,0.039059664490957685,0.02605712322853795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.12800119817256927,0.3036312758922577,25.695153061224488,597.0,68.0,55.0,31.0,33.0,1.0,0.4817936446739752,0.4817936446739752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.20051519572734833,0.3690216839313507,36.42857142857143,532.0,34.0,133.0,66.0,19.0,1.0,0.00538789817859807,0.00538789817859807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.12541517615318298,0.2909579575061798,32.525510204081634,562.0,78.0,50.0,34.0,60.0,1.0,0.8411572821220842,0.8411572821220842,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.2152911275625229,0.37881892919540405,36.42857142857143,533.0,80.0,87.0,40.0,44.0,1.0,0.812275513696299,0.812275513696299,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0.1991046667098999,0.37397414445877075,27.971938775510203,570.0,41.0,72.0,63.0,38.0,1.0,0.29429261945343493,0.29429261945343493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.23011206090450287,0.3912913501262665,40.33163265306123,508.0,85.0,86.0,45.0,60.0,1.0,0.1786231498259419,0.1786231498259419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.12065327167510986,0.29895666241645813,27.321428571428573,599.0,54.0,50.0,51.0,30.0,1.0,0.20278641070573764,0.20278641070573764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.12204382568597794,0.2989060878753662,26.996173469387756,596.0,74.0,79.0,23.0,12.0,1.0,0.008450689311566126,0.008450689311566126,0.0,1.0,22.80350850198276,0.0,0.0,1.0,0.0
1,0.04678371548652649,0.18783801794052124,13.33545918367347,686.0,62.0,7.0,4.0,25.0,1.0,0.11910837831037148,0.11910837831037148,0.0,1.0,19.235384061671343,1.0,0.0,0.0,0.0
8,0.13272809982299805,0.308004766702652,28.622448979591837,589.0,77.0,55.0,25.0,38.0,2.0,0.024823200576885973,0.016479329565484965,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,0.13911564648151398,0.317075252532959,29.598214285714285,574.0,59.0,66.0,56.0,29.0,1.0,0.35253234761692415,0.35253234761692415,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.11655161529779434,0.2878400385379791,29.9234693877551,589.0,83.0,64.0,24.0,24.0,1.0,0.20764704250988977,0.20764704250988977,0.0,1.0,24.20743687382041,0.0,0.0,1.0,0.0
1,0.09983494132757187,0.2821747064590454,14.96173469387755,663.0,59.0,8.0,6.0,48.0,1.0,0.41685892523561513,0.41685892523561513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.15714284777641296,0.33425894379615784,27.971938775510203,592.0,90.0,47.0,29.0,26.0,1.0,0.49571448237099863,0.49571448237099863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.11311524361371994,0.28706178069114685,26.345663265306122,600.0,25.0,70.0,55.0,34.0,1.0,0.008298757666504866,0.008298757666504866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.1372499018907547,0.3094120919704437,30.899234693877553,574.0,94.0,59.0,38.0,19.0,1.0,0.011265311625707925,0.011265311625707925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.08989595621824265,0.26171621680259705,18.539540816326532,643.0,48.0,30.0,10.0,53.0,1.0,0.01170866280354784,0.01170866280354784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.09153161942958832,0.2608013153076172,21.14158163265306,639.0,80.0,28.0,17.0,20.0,1.0,0.3524439789483846,0.3524439789483846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.11900759488344193,0.30227991938591003,21.792091836734695,642.0,6.0,9.0,23.0,104.0,1.0,0.42613160437284886,0.42613160437284886,0.0,2.0,20.81665382639197,0.0,0.0,2.0,0.0
3,0.16608144342899323,0.33950212597846985,33.17602040816327,544.0,33.0,98.0,72.0,37.0,1.0,0.18726608770345737,0.18726608770345737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.10079532116651535,0.2713947296142578,26.345663265306122,609.0,43.0,51.0,48.0,33.0,1.0,0.1715027362190827,0.1715027362190827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.13684973120689392,0.32641738653182983,22.767857142857142,627.0,69.0,38.0,21.0,29.0,1.0,0.5270952116376955,0.5270952116376955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.14176170527935028,0.3178336024284363,31.224489795918366,569.0,32.0,76.0,64.0,43.0,1.0,0.21297901169964895,0.21297901169964895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
